From Dowsett (1986),From Bowie (2003),Exclude,Order,Genus,Superspecies,Species,Group,Subspecies,Upper Guinea Highlands,Bioko,Mt. Cameroon,Cameroon Highlands,Bamenda & Adamawa,Monte Alen,Lendu,West Rift,Rwenzori,East Rift,Kabobo,Marungu,Mahale,North Somali Mtns,Djibouti,West Ethiopia,East Ethiopia,S Eth-N Ken,Imatong,Elgon,West Kenya,Kenya-Aberdare,Ngorongoro,Meru,Kilimanjaro,Taita,Pare,Usambara,Nguu,Nguru,Ukaguru,Rubeho,Uluguru,Udzungwa,Southern Highlands,Nyika,Kaningina,Dedza-Salima,Zomba,Thyolo,Mulanje,Namuli,Gorongosa,Chimanimani,N Drakensberg,S Drakensberg,Cape Fold Mountains,Central African Plateau (Zambia),Angola,Rondo Plateau,Mayombe
Yes,Yes,,132,Oriolus,chlorocephalus,chlorocephalus,chlorocephalus,chlorocephalus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,
Yes,Yes,,133,Oriolus,chlorocephalus,chlorocephalus,chlorocephalus,speculifer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Yes,Yes,,134,Oriolus,monacha,monacha,monacha,meneliki,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,135,Oriolus,monacha,monacha,monacha,monacha,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,136,Oriolus,percivali,percivali,percivali,percivali,,,,,,,,1,1,1,1,,1,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,137,Platysteira,albifrons,albifrons,albifrons,albifrons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,138,Platysteira,laticincta,laticincta,laticincta,laticincta,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,139,Batis,capensis,margaritae,kathleenae,kathleenae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Yes,Yes,,140,Batis,capensis,margaritae,margaritae,margaritae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Yes,Yes,,141,Batis,capensis,mixta,mixta,mixta,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,142,Batis,capensis,mixta,reichenowi,reichenowi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,
Yes,Yes,,143,Batis,capensis,crypta,crypta,crypta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,,,,,,,,,,,
Yes,Yes,,144,Batis,capensis,diops,diops,diops,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,145,Batis,capensis,capensis,capensis,capensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Yes,Yes,,146,Batis,capensis,capensis,dimorpha,dimorpha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,
Yes,Yes,,147,Batis,capensis,capensis,dimorpha,sola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,
Yes,Yes,,148,Batis,capensis,capensis,erythropthalma,erythropthalma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
Yes,Yes,,149,Batis,capensis,capensis,erythropthalma,hollidayi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,
Yes,Yes,,150,Batis,capensis,capensis,erythropthalma,kennedyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Yes,Yes,,151,Prionops,alberti,alberti,alberti,alberti,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,152,Laniarius,atroflavus,atroflavus,atroflavus,atroflavus,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,153,Laniarius,fuelleborni,willardi,willardi,willardi,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,154,Laniarius,fuelleborni,poensis,camerunensis,camerunensis,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,155,Laniarius,fuelleborni,poensis,poensis,poensis,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,156,Laniarius,fuelleborni,holomelas,holomelas,holomelas,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,157,Laniarius,fuelleborni,fuelleborni,fuelleborni,fuelleborni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,,,,,,,,,,,
Yes,Yes,,158,Laniarius,fuelleborni,fuelleborni,usambaricus,usambaricus,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,1,,,,,,,,,,,,,,,,,,
Yes,Yes,,159,Telophorus,olivaceus,olivaceus,olivaceus,bertrandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,
Yes,Yes,,160,Telophorus,olivaceus,olivaceus,olivaceus,interfluvius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
Yes,Yes,,161,Telophorus,olivaceus,olivaceus,olivaceus,makawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,
Yes,Yes,,162,Telophorus,olivaceus,olivaceus,olivaceus,olivaceus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,
Yes,Yes,Exclude,163,Telophorus,olivaceus,olivaceus,olivaceus,vitorum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,164,Telophorus,nigrifrons,nigrifrons,nigrifrons,manningi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,
Yes,Yes,,165,Telophorus,nigrifrons,nigrifrons,nigrifrons,nigrifrons,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Yes,Yes,,166,Telophorus,nigrifrons,nigrifrons,nigrifrons,sandgroundi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,,,,,
Yes,Yes,,167,Telophorus,kupeensis,kupeensis,kupeensis,kupeensis,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,168,Telophorus,dohertyi,dohertyi,dohertyi,dohertyi,,,,,,,,1,,1,1,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,,Exclude,169,Malaconotus,lagdeni,lagdeni,lagdeni,lagdeni,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,,,170,Malaconotus,lagdeni,lagdeni,lagdeni,centralis,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,171,Malaconotus,gladiator,gladiator,gladiator,gladiator,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,172,Malaconotus,monteiri,monteiri,monteiri,monteiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Yes,Yes,,173,Malaconotus,monteiri,monteiri,perspicillatus,perspicillatus,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,174,Malaconotus,alius,alius,alius,alius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
,Yes,,175,Terpsiphone,bedfordi,bedfordi,bedfordi,bedfordi,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,,,176,Zavattariornis,stresemanni,stresemanni,stresemanni,stresemanni,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,177,Pyrrhocorax,pyrrhocorax,pyrrhocorax,baileyi,baileyi,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,,178,Corvus,albicollis,albicollis,albicollis,albicollis,,,,,,,1,1,1,1,1,1,1,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
Yes,Yes,,179,Corvus,albicollis,crassirostris,crassirostris,crassirostris,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,180,Chaetops,frenatus,frenatus,frenatus,frenatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Yes,Yes,,181,Chaetops,frenatus,aurantius,aurantius,aurantius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Yes,Yes,,182,Elminia,albiventris,albiventris,albiventris,albiventris,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,183,Elminia,albiventris,albiventris,toroensis,toroensis,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,184,Elminia,albonotata,albonotata,albonotata,albonotata,,,,,,,,1,1,1,1,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,185,Elminia,albonotata,albonotata,albonotata,subcaerulea,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,,,
Yes,Yes,,186,Elminia,albonotata,albonotata,albonotata,swynnertoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
,,,187,Melaniparus,albiventris,albiventris,albiventris,albiventris,,,,1,1,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,1,1,,,,,,,,,,,,,,,,
Yes,Yes,,188,Melaniparus,fasciiventer,fasciiventer,fasciiventer,fasciiventer,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,189,Melaniparus,fasciiventer,fasciiventer,fasciiventer,kaboboensis,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,190,Melaniparus,fasciiventer,fasciiventer,fasciiventer,tanganjicae,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,191,Melaniparus,leuconotus,leuconotus,leuconotus,leuconotus,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,,192,Heteromirafra,archeri,archeri,archeri,archeri,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,193,Heteromirafra,ruddi,ruddi,ruddi,ruddi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,
,Yes,,194,Calandrella,blanfordi,blanfordi,blanfordi,blanfordi,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,,195,Calandrella,blanfordi,blanfordi,erlangeri,erlangeri,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,196,Sylvietta,leucophrys,leucophrys,chapini,chapini,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,197,Sylvietta,leucophrys,leucophrys,leucophrys,chloronota,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,198,Sylvietta,leucophrys,leucophrys,leucophrys,leucophrys,,,,,,,,,1,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,,199,Sphenoeacus,afer,afer,afer,afer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
,Yes,,200,Sphenoeacus,afer,afer,afer,excisus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
,Yes,,201,Sphenoeacus,afer,afer,afer,intermedius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
,Yes,,202,Sphenoeacus,afer,afer,afer,natalensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,
Yes,Yes,,203,Cryptillas,victorini,victorini,victorini,victorini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
,,,204,Macrosphenus,pulitzeri,pulitzeri,pulitzeri,pulitzeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,Yes,Exclude,205,Macrosphenus,kretschmeri,kretschmeri,kretschmeri,griseiceps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,,206,Macrosphenus,kretschmeri,kretschmeri,kretschmeri,kretschmeri,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,
Yes,Yes,,207,Graueria,vittata,vittata,vittata,vittata,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,208,Eremomela,turneri,turneri,turneri,kalindei,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,209,Eremomela,turneri,turneri,turneri,turneri,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,210,Schistolais,leontica,leontica,leontica,leontica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,211,Oreophilus,robertsi,robertsi,robertsi,robertsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Yes,Yes,,212,Urolais,epichlorus,epichlorus,epichlorus,epichlorus,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,213,Urolais,epichlorus,epichlorus,mariae,mariae,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,214,Oreolais,pulcher,pulcher,pulcher,murphyi,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,215,Oreolais,pulcher,pulcher,pulcher,pulcher,,,,,1,,1,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,216,Oreolais,ruwenzorii,ruwenzorii,ruwenzorii,ruwenzorii,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,217,Artisornis,metopias,metopias,metopias,altus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Yes,Yes,,218,Artisornis,metopias,metopias,metopias,metopias,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,
Yes,Yes,,219,Artisornis,moreaui,moreaui,moreaui,moreaui,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,Exclude,220,Artisornis,moreaui,moreaui,sousae,sousae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,221,Poliolais,lopezi,lopezi,alexanderi,alexanderi,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,222,Poliolais,lopezi,lopezi,lopezi,lopezi,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,223,Poliolais,lopezi,lopezi,manengubae,manengubae,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,224,Apalis,thoracica,thoracica,thoracica,arnoldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Yes,Yes,,225,Apalis,thoracica,thoracica,thoracica,capensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Yes,Yes,,226,Apalis,thoracica,thoracica,thoracica,claudei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Yes,Yes,,227,Apalis,thoracica,thoracica,thoracica,drakensbergensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Yes,Yes,,228,Apalis,thoracica,thoracica,thoracica,flaviventris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Yes,Yes,,229,Apalis,thoracica,thoracica,thoracica,griseiceps,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,230,Apalis,thoracica,thoracica,thoracica,griseopyga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Yes,Yes,,231,Apalis,thoracica,thoracica,thoracica,lebomboensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Yes,Yes,,232,Apalis,thoracica,thoracica,thoracica,murina,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,1,,,,,,,,,,,,,,,,
Yes,Yes,,233,Apalis,thoracica,thoracica,thoracica,pareensis,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,234,Apalis,thoracica,thoracica,thoracica,quarta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Yes,Yes,,235,Apalis,thoracica,thoracica,thoracica,rhodesiae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Yes,Yes,,236,Apalis,thoracica,thoracica,thoracica,spelonkensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Yes,Yes,,237,Apalis,thoracica,thoracica,thoracica,thoracica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,
Yes,Yes,,238,Apalis,thoracica,thoracica,thoracica,uluguru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Yes,Yes,,239,Apalis,thoracica,thoracica,thoracica,whitei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,
Yes,Yes,,240,Apalis,thoracica,thoracica,thoracica,youngi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,
Yes,Yes,,241,Apalis,thoracica,fuscigularis,fuscigularis,fuscigularis,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,242,Apalis,thoracica,flavigularis,flavigularis,flavigularis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,
Yes,Yes,,243,Apalis,thoracica,lynesi,lynesi,lynesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Yes,Yes,,244,Apalis,jacksoni,jacksoni,jacksoni,bambuluensis,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,245,Apalis,jacksoni,jacksoni,jacksoni,jacksoni,,,,,,,1,1,1,1,1,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,Exclude,246,Apalis,jacksoni,jacksoni,jacksoni,minor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,247,Apalis,jacksoni,jacksoni,jacksoni,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Yes,Yes,Exclude,248,Apalis,chariessa,chariessa,chariessa,chariessa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,249,Apalis,chariessa,chariessa,chariessa,macphersoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,
,,,250,Apalis,personata,binotata,binotata,binotata,,,1,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,Yes,,251,Apalis,personata,personata,personata,marungensis,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,,252,Apalis,personata,personata,personata,personata,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,253,Apalis,rufogularis,argentea,argentea,argentea,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,254,Apalis,rufogularis,bamendae,bamendae,bamendae,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,255,Apalis,porphyrolaema,kaboboensis,kaboboensis,kaboboensis,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,256,Apalis,porphyrolaema,porphyrolaema,porphyrolaema,affinis,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,257,Apalis,porphyrolaema,porphyrolaema,porphyrolaema,porphyrolaema,,,,,,,1,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,258,Apalis,porphyrolaema,chapini,chapini,chapini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,
Yes,Yes,,259,Apalis,porphyrolaema,chapini,chapini,strausae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,
,,,260,Apalis,melanocephala,melanocephala,melanocephala,addenda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,261,Apalis,melanocephala,melanocephala,melanocephala,adjacens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,
,,,262,Apalis,melanocephala,melanocephala,melanocephala,fuliginosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,
,,,263,Apalis,melanocephala,melanocephala,melanocephala,lightoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
,,,264,Apalis,melanocephala,melanocephala,melanocephala,melanocephala,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,Exclude,265,Apalis,melanocephala,melanocephala,melanocephala,melanocephala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,266,Apalis,melanocephala,melanocephala,melanocephala,moschi,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,
,,,267,Apalis,melanocephala,melanocephala,melanocephala,muhuluensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,268,Apalis,melanocephala,melanocephala,melanocephala,nigrodorsalis,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,269,Apalis,melanocephala,melanocephala,melanocephala,tenebricosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Yes,Yes,,270,Apalis,chirindensis,chirindensis,chirindensis,chirindensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,
