From Dowsett (1986),From Bowie (2003),Exclude,Order,Genus,Superspecies,Species,Group,Subspecies,Upper Guinea Highlands,Bioko,Mt. Cameroon,Cameroon Highlands,Bamenda & Adamawa,Monte Alen,Lendu,West Rift,Rwenzori,East Rift,Kabobo,Marungu,Mahale,North Somali Mtns,Djibouti,West Ethiopia,East Ethiopia,S Eth-N Ken,Imatong,Elgon,West Kenya,Kenya-Aberdare,Ngorongoro,Meru,Kilimanjaro,Taita,Pare,Usambara,Nguu,Nguru,Ukaguru,Rubeho,Uluguru,Udzungwa,Southern Highlands,Nyika,Kaningina,Dedza-Salima,Zomba,Thyolo,Mulanje,Namuli,Gorongosa,Chimanimani,N Drakensberg,S Drakensberg,Cape Fold Mountains,Central African Plateau (Zambia),Angola,Rondo Plateau,Mayombe
Yes,Yes,,271,Apalis,chirindensis,chirindensis,chirindensis,vumbae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Yes,Yes,,272,Apalis,cinerea,cinerea,cinerea,cinerea,,,,,,,1,1,1,1,1,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,273,Apalis,cinerea,cinerea,cinerea,funebris,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,274,Apalis,cinerea,cinerea,grandis,grandis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Yes,Yes,,275,Apalis,cinerea,cinerea,sclateri,sclateri,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,276,Apalis,cinerea,alticola,alticola,alticola,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,1,1,1,,,,,,,,,,,1,1,,
Yes,Yes,,277,Apalis,cinerea,alticola,alticola,dowsetti,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,,278,Apalis,karamojae,karamojae,karamojae,karamojae,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,,279,Apalis,karamojae,karamojae,karamojae,stronachi,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,280,Prinia,hypoxantha,hypoxantha,hypoxantha,hypoxantha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,
,Yes,,281,Prinia,bairdii,bairdii,bairdii,bairdii,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,Yes,,282,Prinia,bairdii,bairdii,bairdii,heinrichi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,Yes,,283,Prinia,bairdii,bairdii,melanops,melanops,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,,284,Prinia,bairdii,bairdii,melanops,obscura,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,285,Scepomycter,winifredae,winifredae,rubehoensis,rubehoensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
Yes,Yes,,286,Scepomycter,winifredae,winifredae,winifredae,winifredae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,
,Yes,Exclude,287,Eminia,lepida,lepida,lepida,lepida,,,,,,,1,1,1,1,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,288,Cisticola,chubbi,chubbi,chubbi,chubbi,,,,,,,1,1,1,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,289,Cisticola,chubbi,chubbi,chubbi,marungensis,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,290,Cisticola,chubbi,chubbi,discolor,adametzi,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,291,Cisticola,chubbi,chubbi,discolor,discolor,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,292,Cisticola,hunteri,hunteri,hunteri,hunteri,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,293,Cisticola,nigriloris,nigriloris,nigriloris,nigriloris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,
Yes,Yes,,294,Cisticola,bodessa,bodessa,bodessa,bodessa,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,295,Cisticola,bodessa,bodessa,bodessa,kaffensis,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,296,Cisticola,lais,lais,distinctus,distinctus,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,297,Cisticola,lais,lais,lais,lais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Yes,Yes,,298,Cisticola,lais,lais,lais,maculatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Yes,Yes,,299,Cisticola,lais,lais,lais,mashona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Yes,Yes,,300,Cisticola,lais,lais,lais,monticola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Yes,Yes,,301,Cisticola,lais,lais,lais,namba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Yes,Yes,,302,Cisticola,lais,lais,lais,oreobates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Yes,Yes,,303,Cisticola,lais,lais,lais,semifasciatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,1,1,1,,,,,,,,,
Yes,Yes,,304,Cisticola,njombe,njombe,njombe,mariae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Yes,Yes,,305,Cisticola,njombe,njombe,njombe,njombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,Yes,,306,Cisticola,lugubris,lugubris,lugubris,lugubris,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,307,Cisticola,robustus,robustus,angolensis,angolensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Yes,Yes,,308,Cisticola,robustus,robustus,nuchalis,awemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Yes,Yes,,309,Cisticola,robustus,robustus,nuchalis,nuchalis,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,310,Cisticola,robustus,robustus,omo,omo,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,311,Cisticola,robustus,robustus,robustus,robustus,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,312,Cisticola,robustus,robustus,robustus,schraderi,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,313,Cisticola,robustus,robustus,santae,santae,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,314,Cisticola,robustus,aberdare,aberdare,aberdare,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,315,Cisticola,brunnescens,brunnescens,brunnescens,brunnescens,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,316,Cisticola,brunnescens,brunnescens,brunnescens,hindii,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,317,Cisticola,brunnescens,brunnescens,brunnescens,nakuruensis,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,318,Cisticola,brunnescens,brunnescens,brunnescens,wambera,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,319,Cisticola,brunnescens,brunnescens,lynesi,lynesi,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,320,Cisticola,brunnescens,brunnescens,lynesi,mbangensis,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,321,Cisticola,ayresii,ayresii,ayresii,ayresii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,1,1,,1,1,,
Yes,Yes,,322,Cisticola,ayresii,ayresii,ayresii,entebbe,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,323,Cisticola,ayresii,ayresii,ayresii,imatong,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,324,Cisticola,ayresii,ayresii,ayresii,itombwensis,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,325,Cisticola,ayresii,ayresii,ayresii,mauensis,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,Exclude,326,Cisticola,ayresii,ayresii,gabun,gabun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,327,Iduna,similis,similis,similis,similis,,,,,,,,1,1,1,1,,,,,,,1,1,1,1,1,1,1,1,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,
,,,328,Schoenicola,brevirostris,brevirostris,brevirostris,alexinae,1,,,1,1,,1,1,1,1,1,1,1,,,1,,,1,1,1,,1,1,,,,,,,,,,,1,1,1,,,,,,,,,,,1,1,,1
,,,329,Schoenicola,brevirostris,brevirostris,brevirostris,brevirostris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,
Yes,Yes,,330,Bradypterus,barratti,barratti,barratti,barratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Yes,Yes,,331,Bradypterus,barratti,barratti,barratti,cathkinensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Yes,Yes,,332,Bradypterus,barratti,barratti,barratti,godfreyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Yes,Yes,,333,Bradypterus,barratti,barratti,barratti,priesti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Yes,Yes,,334,Bradypterus,barratti,lopezi,bangwaensis,bangwaensis,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,335,Bradypterus,barratti,lopezi,barakae,barakae,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,336,Bradypterus,barratti,lopezi,boultoni,boultoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Yes,Yes,,337,Bradypterus,barratti,lopezi,lopezi,camerunensis,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,338,Bradypterus,barratti,lopezi,lopezi,lopezi,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,339,Bradypterus,barratti,lopezi,lopezi,manengubae,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,340,Bradypterus,barratti,lopezi,mariae,granti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,
Yes,Yes,,341,Bradypterus,barratti,lopezi,mariae,mariae,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,342,Bradypterus,barratti,lopezi,mariae,ufipae,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Yes,Yes,,343,Bradypterus,barratti,lopezi,mariae,usambarae,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,
Yes,Yes,,344,Bradypterus,cinnamomeus,cinnamomeus,cinnamomeus,cavei,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,345,Bradypterus,cinnamomeus,cinnamomeus,cinnamomeus,cinnamomeus,,,,,,,,,,1,,,,,,1,1,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,346,Bradypterus,cinnamomeus,cinnamomeus,cinnamomeus,mildbreadi,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,347,Bradypterus,cinnamomeus,cinnamomeus,cinnamomeus,nyassae,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,
Yes,Yes,,348,Bradypterus,sylvaticus,sylvaticus,sylvaticus,sylvaticus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,
Yes,Yes,,349,Bradypterus,sylvaticus,sylvaticus,sylvaticus,pondoensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Yes,Yes,,350,Bradypterus,carpalis,graueri,graueri,graueri,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,,351,Bradypterus,baboecala,baboecala,elgonensis,elgonensis,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,352,Bradypterus,carpalis,carpalis,carpalis,carpalis,,,,,,,1,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
,Yes,,353,Locustella,alfredi,alfredi,alfredi,alfredi,,,,,,,1,1,1,1,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,,354,Locustella,alfredi,alfredi,alfredi,kungwensis,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Yes,Yes,,355,Hirundo,megaensis,megaensis,megaensis,megaensis,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,356,Hirundo,atrocaerulea,atrocaerulea,atrocaerulea,atrocaerulea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,,1,,,1,1,1,,,,,
Yes,Yes,,357,Psalidoprocne,fuliginosa,fuliginosa,fuliginosa,fuliginosa,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,358,Arizelocichla,montana,montana,montana,montana,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,359,Arizelocichla,masukuensis,masukuensis,kakamegae,kakamegae,,,,,,,1,1,1,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,360,Arizelocichla,masukuensis,masukuensis,kakamegae,kungwensis,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,361,Arizelocichla,masukuensis,masukuensis,masukuensis,masukuensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Yes,Yes,,362,Arizelocichla,masukuensis,masukuensis,masukuensis,roehli,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,
Yes,Yes,,363,Arizelocichla,tephrolaema,tephrolaema,tephrolaema,bamendae,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,364,Arizelocichla,tephrolaema,tephrolaema,tephrolaema,tephrolaema,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,365,Arizelocichla,tephrolaema,nigriceps,kikuyuensis,kikuyuensis,,,,,,,,1,1,1,1,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,366,Arizelocichla,tephrolaema,nigriceps,nigriceps,nigriceps,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,367,Arizelocichla,tephrolaema,nigriceps,nigriceps,usambarae,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,368,Arizelocichla,tephrolaema,neumanni,neumanni,neumanni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Yes,Yes,,369,Arizelocichla,tephrolaema,chlorigula,chlorigula,chlorigula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,
Yes,Yes,,370,Arizelocichla,tephrolaema,fusciceps,fusciceps,fusciceps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,
Yes,Yes,,371,Arizelocichla,milanjensis,milanjensis,milanjensis,milanjensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,
Yes,Yes,,372,Arizelocichla,milanjensis,milanjensis,olivaceiceps,olivaceiceps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,
Yes,Yes,,373,Arizelocichla,milanjensis,milanjensis,striifacies,striifacies,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,
,Yes,,374,Chlorocichla,laetissima,laetissima,laetissima,laetissima,,,,,,,1,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,,375,Chlorocichla,laetissima,laetissima,laetissima,schoutedeni,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,,376,Chlorocichla,prigoginei,prigoginei,prigoginei,prigoginei,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,377,Phyllastrephus,cabinisi,cabinisi,cabinisi,cabinisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,
Yes,Yes,,378,Phyllastrephus,cabinisi,cabinisi,cabinisi,nandensis,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,379,Phyllastrephus,cabinisi,cabinisi,cabinisi,ngurumanensis,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,380,Phyllastrephus,cabinisi,cabinisi,cabinisi,sucosus,,,,,,,1,1,1,1,1,1,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,381,Phyllastrephus,cabinisi,cabinisi,placidus,placidus,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,
Yes,Yes,,382,Phyllastrephus,poensis,poensis,poensis,poensis,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,383,Phyllastrephus,lorenzi,lorenzi,lorenzi,lorenzi,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,384,Phyllastrephus,flavostriatus,flavostriatus,alfredi,alfredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,
Yes,Yes,,385,Phyllastrephus,flavostriatus,flavostriatus,flavostriatus,flavostriatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,
Yes,Yes,,386,Phyllastrephus,flavostriatus,flavostriatus,flavostriatus,graueri,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,387,Phyllastrephus,flavostriatus,flavostriatus,flavostriatus,kungwensis,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,388,Phyllastrephus,flavostriatus,flavostriatus,flavostriatus,olivaceogriseus,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,389,Phyllastrephus,flavostriatus,flavostriatus,flavostriatus,tenuirostris,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,1,,,,,,,,,,,,,,,,,1,
Yes,Yes,,390,Phyllastrephus,flavostriatus,flavostriatus,flavostriatus,uzungwensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Yes,Yes,,391,Phyllastrephus,flavostriatus,flavostriatus,flavostriatus,vincenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,
,Yes,,392,Phyllastrephus,poliocephalus,poliocephalus,poliocephalus,poliocephalus,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,393,Phyllastrephus,albigula,albigula,albigula,albigula,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,394,Phylloscopus,umbrovirens,umbrovirens,umbrovirens,alpinus,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,395,Phylloscopus,umbrovirens,umbrovirens,umbrovirens,dorcadichroa,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,396,Phylloscopus,umbrovirens,umbrovirens,umbrovirens,fugglescouchmani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Yes,Yes,,397,Phylloscopus,umbrovirens,umbrovirens,umbrovirens,mackenzianus,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,398,Phylloscopus,umbrovirens,umbrovirens,umbrovirens,omoensis,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,399,Phylloscopus,umbrovirens,umbrovirens,umbrovirens,umbrovirens,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,400,Phylloscopus,umbrovirens,umbrovirens,umbrovirens,wilhelmi,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,401,Phylloscopus,umbrovirens,umbrovirens,umbrovirens,williamsi,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,Exclude,402,Phylloscopus,umbrovirens,umbrovirens,umbrovirens,yemenensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,,403,Phylloscopus,ruficapilla,ruficapilla,ruficapilla,alacris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
Yes,Yes,,404,Phylloscopus,ruficapilla,ruficapilla,ruficapilla,johnstoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,,
Yes,Yes,,405,Phylloscopus,ruficapilla,ruficapilla,ruficapilla,minullus,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,
Yes,Yes,,406,Phylloscopus,ruficapilla,ruficapilla,ruficapilla,ochrogularis,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Yes,Yes,,407,Phylloscopus,ruficapilla,ruficapilla,ruficapilla,quelimanensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
